questid2,filedate,age2,mr30est
26382086,10/09/2020,17,91
11882086,10/09/2020,16,91
58703086,10/09/2020,11,99
94723086,10/09/2020,1,91
90123086,10/09/2020,7,93
23343086,10/09/2020,8,91
48463086,10/09/2020,4,91
87373086,10/09/2020,10,91
23773086,10/09/2020,8,99
41783086,10/09/2020,12,99
87514086,10/09/2020,15,93
33724086,10/09/2020,17,93
31924086,10/09/2020,17,93
85334086,10/09/2020,8,91
18034086,10/09/2020,6,91
48554086,10/09/2020,15,91
67654086,10/09/2020,15,91
95664086,10/09/2020,15,93
98595196,10/09/2020,7,93
99205196,10/09/2020,9,91
17215196,10/09/2020,13,93
45415196,10/09/2020,11,99
44325196,10/09/2020,6,91
67025196,10/09/2020,17,93
54135196,10/09/2020,12,91
21955196,10/09/2020,11,93
80485196,10/09/2020,14,91
18206196,10/09/2020,15,93
63706196,10/09/2020,15,93
21906196,10/09/2020,17,99
35126196,10/09/2020,9,91
30146196,10/09/2020,9,99
23656196,10/09/2020,9,91
91856196,10/09/2020,12,93
71286196,10/09/2020,13,99
69297196,10/09/2020,14,99
77497196,10/09/2020,12,91
44507196,10/09/2020,1,91
65027196,10/09/2020,16,91
45357196,10/09/2020,16,91
40667196,10/09/2020,11,91
22277196,10/09/2020,3,91
11377196,10/09/2020,7,93
96877196,10/09/2020,16,91
73177196,10/09/2020,16,93
19198196,10/09/2020,15,93
98008196,10/09/2020,12,91
48818196,10/09/2020,3,91
83078196,10/09/2020,16,99
52178196,10/09/2020,1,91
44309196,10/09/2020,3,91
71609196,10/09/2020,5,98
25829196,10/09/2020,14,91
27959196,10/09/2020,14,93
20279196,10/09/2020,3,91
73979196,10/09/2020,16,91
64689196,10/09/2020,12,93
33789196,10/09/2020,15,91
31989196,10/09/2020,1,93
88090196,10/09/2020,9,91
53300196,10/09/2020,10,91
71500196,10/09/2020,13,93
20600196,10/09/2020,7,91
81310196,10/09/2020,15,99
73110196,10/09/2020,17,91
35240196,10/09/2020,13,91
81260196,10/09/2020,15,91
23870196,10/09/2020,3,91
73491196,10/09/2020,15,93
22591196,10/09/2020,3,91
82301196,10/09/2020,5,98
39601196,10/09/2020,13,93
16901196,10/09/2020,4,91
41211196,10/09/2020,4,91
18321196,10/09/2020,15,91
92441196,10/09/2020,8,99
14671196,10/09/2020,17,91
23771196,10/09/2020,14,93
93581196,10/09/2020,11,91
49312196,10/09/2020,11,93
65522196,10/09/2020,15,91
99122196,10/09/2020,12,93
79932196,10/09/2020,13,99
24142196,10/09/2020,3,91
27462196,10/09/2020,15,93
59882196,10/09/2020,11,93
19403196,10/09/2020,13,93
46703196,10/09/2020,2,91
69213196,10/09/2020,15,91
15423196,10/09/2020,14,99
73623196,10/09/2020,17,91
93433196,10/09/2020,14,99
37553196,10/09/2020,15,93
75753196,10/09/2020,16,99
63953196,10/09/2020,12,91
70063196,10/09/2020,15,91
65373196,10/09/2020,8,93
90683196,10/09/2020,4,91
78883196,10/09/2020,8,3
69594196,10/09/2020,16,91
20204196,10/09/2020,4,93
27314196,10/09/2020,10,91
99734196,10/09/2020,15,93
75654196,10/09/2020,17,91
24795296,10/09/2020,11,99
23415296,10/09/2020,15,93
49625296,10/09/2020,11,91
90335296,10/09/2020,4,99
92135296,10/09/2020,1,91
73555296,10/09/2020,9,91
18055296,10/09/2020,7,91
19575296,10/09/2020,16,93
71706296,10/09/2020,7,91
36156296,10/09/2020,13,93
15066296,10/09/2020,9,99
13697296,10/09/2020,15,93
82797296,10/09/2020,11,93
17007296,10/09/2020,12,91
88717296,10/09/2020,1,91
56727296,10/09/2020,1,91
52127296,10/09/2020,7,91
39237296,10/09/2020,16,91
13547296,10/09/2020,15,93
47767296,10/09/2020,14,91
27577296,10/09/2020,15,93
23787296,10/09/2020,15,91
57528296,10/09/2020,15,99
50748296,10/09/2020,11,91
26958296,10/09/2020,1,91
29278296,10/09/2020,11,91
38378296,10/09/2020,16,91
81409296,10/09/2020,5,91
59419296,10/09/2020,15,91
23829296,10/09/2020,7,91
49559296,10/09/2020,15,97
31979296,10/09/2020,15,93
31789296,10/09/2020,5,91
90210296,10/09/2020,8,91
17320296,10/09/2020,14,99
66940296,10/09/2020,1,91
29691296,10/09/2020,3,91
75421296,10/09/2020,16,93
35231296,10/09/2020,16,91
85941296,10/09/2020,11,93
95561296,10/09/2020,13,91
63571296,10/09/2020,16,91
27171296,10/09/2020,16,91
41392296,10/09/2020,16,93
86892296,10/09/2020,13,93
96222296,10/09/2020,13,93
69732296,10/09/2020,17,99
10152296,10/09/2020,4,91
49062296,10/09/2020,13,91
37072296,10/09/2020,14,91
75082296,10/09/2020,15,91
68593296,10/09/2020,8,91
83613296,10/09/2020,14,93
43423296,10/09/2020,13,91
31623296,10/09/2020,17,91
49633296,10/09/2020,9,99
59153296,10/09/2020,15,93
78683296,10/09/2020,1,91
27783296,10/09/2020,11,98
99394296,10/09/2020,9,99
30004296,10/09/2020,2,91
74224296,10/09/2020,9,93
10624296,10/09/2020,11,91
55644296,10/09/2020,15,91
45074296,10/09/2020,15,91
41415396,10/09/2020,12,99
18715396,10/09/2020,8,91
88335396,10/09/2020,17,91
12455396,10/09/2020,8,99
47955396,10/09/2020,15,91
23165396,10/09/2020,14,93
58475396,10/09/2020,5,91
81985396,10/09/2020,17,93
51796396,10/09/2020,9,91
33306396,10/09/2020,14,93
58806396,10/09/2020,13,93
59516396,10/09/2020,4,91
95916396,10/09/2020,11,99
96197396,10/09/2020,4,91
12927396,10/09/2020,4,91
51837396,10/09/2020,17,91
34247396,10/09/2020,3,91
55198396,10/09/2020,11,99
79318396,10/09/2020,13,91
36238396,10/09/2020,14,91
75048396,10/09/2020,15,93
10978396,10/09/2020,5,91
30599396,10/09/2020,2,91
39029396,10/09/2020,17,91
31639396,10/09/2020,1,91
41969396,10/09/2020,12,99
79169396,10/09/2020,15,93
65189396,10/09/2020,8,91
23900396,10/09/2020,16,91
11910396,10/09/2020,7,91
67930396,10/09/2020,17,91
78350396,10/09/2020,4,91
54560396,10/09/2020,6,91
38160396,10/09/2020,11,99
35270396,10/09/2020,15,99
11291396,10/09/2020,15,91
47691396,10/09/2020,15,91
97401396,10/09/2020,16,99
55221396,10/09/2020,5,91
42521396,10/09/2020,3,93
31621396,10/09/2020,14,91
79341396,10/09/2020,15,93
96451396,10/09/2020,2,99
61761396,10/09/2020,10,91
48681396,10/09/2020,4,91
31902396,10/09/2020,13,91
86212396,10/09/2020,15,99
13512396,10/09/2020,10,99
41332396,10/09/2020,16,93
24742396,10/09/2020,14,93
83842396,10/09/2020,2,91
84362396,10/09/2020,6,91
91472396,10/09/2020,15,91
64172396,10/09/2020,11,91
45882396,10/09/2020,4,91
93893396,10/09/2020,15,91
91803396,10/09/2020,15,93
25213396,10/09/2020,15,91
35833396,10/09/2020,17,91
77343396,10/09/2020,5,93
65304396,10/09/2020,15,91
51324396,10/09/2020,14,99
98624396,10/09/2020,5,99
60234396,10/09/2020,1,91
49044396,10/09/2020,13,98
10564396,10/09/2020,3,91
67864396,10/09/2020,8,91
45295496,10/09/2020,15,91
49895496,10/09/2020,5,91
27095496,10/09/2020,12,91
41215496,10/09/2020,12,99
15815496,10/09/2020,4,91
54245496,10/09/2020,2,91
27755496,10/09/2020,15,93
13775496,10/09/2020,17,91
45385496,10/09/2020,15,91
91596496,10/09/2020,15,91
99316496,10/09/2020,8,99
18746496,10/09/2020,4,91
33056496,10/09/2020,16,93
97276496,10/09/2020,12,93
93676496,10/09/2020,12,98
95286496,10/09/2020,14,91
80597496,10/09/2020,7,99
25097496,10/09/2020,14,91
79027496,10/09/2020,15,91
18647496,10/09/2020,2,91
56467496,10/09/2020,14,93
21587496,10/09/2020,7,99
18408496,10/09/2020,10,91
57508496,10/09/2020,13,91
65518496,10/09/2020,7,91
23718496,10/09/2020,15,93
41918496,10/09/2020,17,91
49928496,10/09/2020,4,91
72438496,10/09/2020,11,93
30348496,10/09/2020,8,98
81678496,10/09/2020,15,91
37699496,10/09/2020,15,93
93809496,10/09/2020,5,93
63429496,10/09/2020,16,91
34139496,10/09/2020,2,91
51149496,10/09/2020,13,99
82479496,10/09/2020,5,91
59779496,10/09/2020,15,91
16400496,10/09/2020,15,91
17920496,10/09/2020,12,93
77250496,10/09/2020,15,99
59480496,10/09/2020,4,91
90901496,10/09/2020,6,91
25021496,10/09/2020,8,91
55831496,10/09/2020,10,99
74641496,10/09/2020,4,91
23361496,10/09/2020,15,93
35592496,10/09/2020,7,91
31992496,10/09/2020,15,93
39192496,10/09/2020,6,93
85302496,10/09/2020,8,91
30422496,10/09/2020,1,91
29042496,10/09/2020,16,91
57862496,10/09/2020,12,93
27003496,10/09/2020,12,91
56103496,10/09/2020,5,93
57623496,10/09/2020,15,93
94923496,10/09/2020,13,93
51033496,10/09/2020,15,91
17953496,10/09/2020,15,93
41504496,10/09/2020,15,99
69134496,10/09/2020,10,93
25095596,10/09/2020,16,93
80305596,10/09/2020,17,91
54715596,10/09/2020,15,99
83435596,10/09/2020,11,93
37035596,10/09/2020,15,91
66845596,10/09/2020,14,93
55945596,10/09/2020,16,91
41155596,10/09/2020,14,93
77316596,10/09/2020,11,91
84616596,10/09/2020,17,93
89256596,10/09/2020,15,99
23856596,10/09/2020,14,93
63286596,10/09/2020,8,93
55897596,10/09/2020,16,93
64707596,10/09/2020,6,91
91007596,10/09/2020,15,91
55417596,10/09/2020,10,91
33617596,10/09/2020,15,91
71627596,10/09/2020,12,93
36127596,10/09/2020,6,91
45037596,10/09/2020,14,99
12047596,10/09/2020,10,93
91577596,10/09/2020,15,99
63187596,10/09/2020,14,93
77598596,10/09/2020,5,91
39918596,10/09/2020,11,93
67118596,10/09/2020,3,91
60628596,10/09/2020,2,91
86168596,10/09/2020,8,91
68588596,10/09/2020,5,91
76599596,10/09/2020,11,91
25409596,10/09/2020,4,91
14509596,10/09/2020,3,91
31809596,10/09/2020,17,91
93229596,10/09/2020,14,93
39439596,10/09/2020,11,99
98539596,10/09/2020,2,91
93039596,10/09/2020,12,99
54649596,10/09/2020,1,91
31949596,10/09/2020,15,93
78059596,10/09/2020,2,91
51569596,10/09/2020,10,99
59769596,10/09/2020,1,91
35169596,10/09/2020,11,99
35730596,10/09/2020,15,93
13930596,10/09/2020,13,93
44350596,10/09/2020,2,99
13450596,10/09/2020,15,93
11650596,10/09/2020,16,99
61891596,10/09/2020,15,93
84921596,10/09/2020,3,91
73021596,10/09/2020,11,99
72121596,10/09/2020,12,93
21031596,10/09/2020,15,93
35341596,10/09/2020,15,93
11741596,10/09/2020,16,93
81551596,10/09/2020,15,93
59561596,10/09/2020,2,91
67761596,10/09/2020,5,91
33592596,10/09/2020,15,91
22692596,10/09/2020,11,91
20892596,10/09/2020,4,91
82402596,10/09/2020,4,91
15722596,10/09/2020,8,99
31642596,10/09/2020,1,91
53872596,10/09/2020,17,91
47282596,10/09/2020,13,91
81882596,10/09/2020,15,91
15003596,10/09/2020,15,91
87613596,10/09/2020,17,91
99223596,10/09/2020,9,98
54533596,10/09/2020,1,91
29743596,10/09/2020,14,93
41163596,10/09/2020,16,91
94673596,10/09/2020,9,91
44294596,10/09/2020,2,91
12204596,10/09/2020,16,93
24814596,10/09/2020,7,93
16944596,10/09/2020,4,99
24954596,10/09/2020,4,91
74764596,10/09/2020,4,91
32964596,10/09/2020,5,91
53674596,10/09/2020,15,93
96184596,10/09/2020,1,91
27595696,10/09/2020,12,93
67305696,10/09/2020,9,91
27925696,10/09/2020,4,91
97445696,10/09/2020,15,93
33845696,10/09/2020,17,91
94365696,10/09/2020,14,99
29675696,10/09/2020,17,91
17875696,10/09/2020,14,93
79485696,10/09/2020,16,91
77496696,10/09/2020,12,93
41096696,10/09/2020,15,91
25216696,10/09/2020,5,93
67016696,10/09/2020,6,91
77826696,10/09/2020,15,93
49386696,10/09/2020,15,93
87586696,10/09/2020,14,93
69527696,10/09/2020,6,91
72747696,10/09/2020,13,93
40947696,10/09/2020,7,99
80567696,10/09/2020,2,91
29667696,10/09/2020,17,93
66967696,10/09/2020,11,99
95067696,10/09/2020,15,91
61608696,10/09/2020,16,91
31418696,10/09/2020,4,91
70518696,10/09/2020,6,99
45828696,10/09/2020,2,91
51558696,10/09/2020,12,99
37768696,10/09/2020,15,91
73788696,10/09/2020,15,93
61988696,10/09/2020,17,91
54209696,10/09/2020,7,91
41319696,10/09/2020,16,91
83929696,10/09/2020,7,91
11939696,10/09/2020,15,93
49139696,10/09/2020,15,93
11269696,10/09/2020,14,93
21690696,10/09/2020,12,91
53200696,10/09/2020,11,93
11020696,10/09/2020,15,91
83340696,10/09/2020,17,93
68840696,10/09/2020,1,91
11350696,10/09/2020,15,93
67560696,10/09/2020,15,91
65760696,10/09/2020,10,97
13580696,10/09/2020,14,93
63911696,10/09/2020,15,91
96421696,10/09/2020,5,91
61921696,10/09/2020,17,91
51731696,10/09/2020,11,91
75281696,10/09/2020,15,99
69692696,10/09/2020,7,91
77222696,10/09/2020,15,93
13622696,10/09/2020,8,93
59542696,10/09/2020,16,91
13142696,10/09/2020,10,99
95752696,10/09/2020,15,91
13572696,10/09/2020,15,91
89782696,10/09/2020,15,93
45703696,10/09/2020,10,93
68213696,10/09/2020,15,91
25323696,10/09/2020,14,91
51863696,10/09/2020,13,91
89494696,10/09/2020,13,91
25224696,10/09/2020,12,99
73374696,10/09/2020,16,91
91384696,10/09/2020,11,91
83505796,10/09/2020,15,91
77105796,10/09/2020,15,99
76015796,10/09/2020,5,91
16825796,10/09/2020,12,93
13125796,10/09/2020,11,91
93645796,10/09/2020,14,93
79855796,10/09/2020,8,91
77055796,10/09/2020,15,99
62175796,10/09/2020,1,91
19096796,10/09/2020,15,91
71416796,10/09/2020,15,99
58716796,10/09/2020,8,91
37626796,10/09/2020,12,99
73026796,10/09/2020,10,91
59566796,10/09/2020,11,93
36866796,10/09/2020,2,91
23166796,10/09/2020,8,91
46676796,10/09/2020,7,91
11176796,10/09/2020,11,99
75397796,10/09/2020,12,91
97907796,10/09/2020,10,91
87527796,10/09/2020,15,93
75537796,10/09/2020,15,91
11937796,10/09/2020,16,93
10037796,10/09/2020,3,93
89137796,10/09/2020,17,91
94347796,10/09/2020,5,93
47047796,10/09/2020,14,91
51267796,10/09/2020,15,99
55487796,10/09/2020,13,91
88708796,10/09/2020,16,91
28518796,10/09/2020,7,91
95438796,10/09/2020,5,91
73968796,10/09/2020,11,99
41788796,10/09/2020,5,91
71599796,10/09/2020,13,91
39509796,10/09/2020,12,93
76619796,10/09/2020,7,91
84439796,10/09/2020,2,91
54959796,10/09/2020,5,99
98369796,10/09/2020,3,91
81879796,10/09/2020,15,91
97089796,10/09/2020,17,91
77600796,10/09/2020,15,91
27410796,10/09/2020,15,93
73570796,10/09/2020,11,93
80680796,10/09/2020,3,91
59780796,10/09/2020,14,99
81391796,10/09/2020,6,91
16891796,10/09/2020,5,91
11911796,10/09/2020,4,99
21241796,10/09/2020,16,93
41051796,10/09/2020,5,91
59061796,10/09/2020,15,93
12571796,10/09/2020,12,91
49871796,10/09/2020,16,93
18971796,10/09/2020,16,93
10581796,10/09/2020,3,91
25892796,10/09/2020,17,91
33092796,10/09/2020,15,99
52902796,10/09/2020,5,91
88112796,10/09/2020,11,91
75222796,10/09/2020,15,93
49772796,10/09/2020,15,91
39103796,10/09/2020,3,91
74413796,10/09/2020,4,99
72423796,10/09/2020,9,91
88343796,10/09/2020,4,91
97253796,10/09/2020,15,93
69053796,10/09/2020,14,99
82563796,10/09/2020,12,91
99863796,10/09/2020,15,91
61473796,10/09/2020,12,99
55694796,10/09/2020,15,91
69814796,10/09/2020,16,93
57014796,10/09/2020,2,91
16114796,10/09/2020,12,91
95544796,10/09/2020,15,93
13364796,10/09/2020,4,91
39574796,10/09/2020,15,91
63984796,10/09/2020,15,91
32695896,10/09/2020,10,99
47715896,10/09/2020,14,91
65725896,10/09/2020,7,91
11935896,10/09/2020,15,91
55245896,10/09/2020,12,91
41645896,10/09/2020,15,99
83875896,10/09/2020,5,99
83685896,10/09/2020,15,93
61406896,10/09/2020,16,91
81216896,10/09/2020,12,91
13016896,10/09/2020,16,93
97426896,10/09/2020,7,99
25436896,10/09/2020,17,99
39036896,10/09/2020,15,91
80076896,10/09/2020,5,91
54297896,10/09/2020,2,91
77997896,10/09/2020,15,99
90027896,10/09/2020,7,99
23487896,10/09/2020,15,93
29698896,10/09/2020,13,93
73438896,10/09/2020,15,99
59548896,10/09/2020,15,91
25568896,10/09/2020,11,91
63768896,10/09/2020,17,91
54478896,10/09/2020,13,93
64619896,10/09/2020,15,93
26749896,10/09/2020,5,91
51869896,10/09/2020,16,91
83479896,10/09/2020,9,91
89879896,10/09/2020,13,93
66179896,10/09/2020,7,99
37400896,10/09/2020,15,93
83800896,10/09/2020,15,93
61000896,10/09/2020,13,93
25220896,10/09/2020,16,99
25030896,10/09/2020,15,91
11140896,10/09/2020,14,91
33560896,10/09/2020,15,93
61380896,10/09/2020,13,93
49580896,10/09/2020,1,91
17780896,10/09/2020,13,93
11191896,10/09/2020,12,98
63701896,10/09/2020,10,93
13841896,10/09/2020,4,93
13651896,10/09/2020,15,91
95261896,10/09/2020,2,91
32371896,10/09/2020,11,93
17202896,10/09/2020,13,93
83602896,10/09/2020,8,93
71422896,10/09/2020,16,99
99432896,10/09/2020,12,93
25352896,10/09/2020,7,99
49952896,10/09/2020,7,91
18052896,10/09/2020,4,91
61372896,10/09/2020,15,91
67772896,10/09/2020,8,91
97393896,10/09/2020,15,91
33793896,10/09/2020,15,93
89903896,10/09/2020,13,91
99333896,10/09/2020,7,91
18433896,10/09/2020,12,91
23933896,10/09/2020,11,93
92553896,10/09/2020,3,91
17863896,10/09/2020,11,93
14163896,10/09/2020,2,91
37673896,10/09/2020,14,93
83883896,10/09/2020,15,93
17004896,10/09/2020,11,91
14114896,10/09/2020,15,93
57624896,10/09/2020,15,91
25824896,10/09/2020,6,99
35154896,10/09/2020,11,91
89374896,10/09/2020,15,93
95774896,10/09/2020,17,91
17384896,10/09/2020,6,91
53725996,10/09/2020,1,91
89455996,10/09/2020,16,91
91875996,10/09/2020,5,91
10785996,10/09/2020,4,91
69406996,10/09/2020,12,93
55806996,10/09/2020,8,91
21346996,10/09/2020,16,91
99166996,10/09/2020,17,91
63386996,10/09/2020,15,91
66897996,10/09/2020,15,91
13197996,10/09/2020,4,91
21247996,10/09/2020,16,91
13047996,10/09/2020,14,99
75467996,10/09/2020,2,91
99067996,10/09/2020,11,99
95608996,10/09/2020,8,99
75418996,10/09/2020,13,93
39018996,10/09/2020,6,91
67028996,10/09/2020,14,93
97838996,10/09/2020,14,93
45038996,10/09/2020,10,99
79348996,10/09/2020,2,91
73948996,10/09/2020,15,91
67358996,10/09/2020,17,91
19588996,10/09/2020,16,93
68499996,10/09/2020,2,91
13519996,10/09/2020,12,99
91719996,10/09/2020,15,91
20819996,10/09/2020,15,93
29539996,10/09/2020,17,91
36839996,10/09/2020,9,91
69059996,10/09/2020,16,93
38159996,10/09/2020,4,91
29869996,10/09/2020,16,91
88589996,10/09/2020,9,91
52189996,10/09/2020,11,91
91090996,10/09/2020,16,93
87820996,10/09/2020,15,93
59430996,10/09/2020,12,93
13030996,10/09/2020,16,99
17340996,10/09/2020,9,99
31940996,10/09/2020,15,99
87580996,10/09/2020,6,93
93980996,10/09/2020,11,99
73791996,10/09/2020,15,93
95301996,10/09/2020,12,93
12601996,10/09/2020,5,91
17101996,10/09/2020,7,99
61321996,10/09/2020,15,91
93931996,10/09/2020,15,91
68761996,10/09/2020,1,91
55871996,10/09/2020,10,91
74302996,10/09/2020,12,93
56912996,10/09/2020,5,91
28522996,10/09/2020,1,91
87622996,10/09/2020,15,91
69232996,10/09/2020,6,91
35342996,10/09/2020,17,91
29942996,10/09/2020,8,99
69182996,10/09/2020,15,99
15103996,10/09/2020,4,91
43923996,10/09/2020,13,99
69133996,10/09/2020,6,93
40173996,10/09/2020,1,91
80983996,10/09/2020,16,93
89414996,10/09/2020,15,99
83824996,10/09/2020,15,98
33344996,10/09/2020,15,93
73154996,10/09/2020,15,93
76664996,10/09/2020,15,91
53774996,10/09/2020,4,91
12295096,10/09/2020,7,91
28215096,10/09/2020,12,91
79115096,10/09/2020,14,93
94425096,10/09/2020,2,91
43525096,10/09/2020,15,93
99735096,10/09/2020,13,99
23045096,10/09/2020,16,91
79255096,10/09/2020,16,93
43665096,10/09/2020,15,99
59875096,10/09/2020,16,99
15606096,10/09/2020,15,93
15416096,10/09/2020,5,93
70916096,10/09/2020,8,91
46126096,10/09/2020,12,91
89346096,10/09/2020,15,99
17356096,10/09/2020,8,91
15556096,10/09/2020,16,93
49966096,10/09/2020,16,91
25937096,10/09/2020,16,91
86357096,10/09/2020,14,91
72757096,10/09/2020,5,99
21667096,10/09/2020,15,93
57498096,10/09/2020,15,91
21808096,10/09/2020,16,91
76068096,10/09/2020,1,91
75978096,10/09/2020,13,93
54078096,10/09/2020,2,91
89388096,10/09/2020,15,91
41709096,10/09/2020,16,93
29719096,10/09/2020,5,91
75119096,10/09/2020,16,91
12559096,10/09/2020,2,91
61659096,10/09/2020,15,93
14169096,10/09/2020,7,91
85879096,10/09/2020,11,99
50189096,10/09/2020,3,91
40700096,10/09/2020,15,91
59610096,10/09/2020,6,99
97620096,10/09/2020,4,91
66530096,10/09/2020,14,99
61030096,10/09/2020,3,98
91740096,10/09/2020,2,91
75150096,10/09/2020,17,91
69560096,10/09/2020,12,91
58660096,10/09/2020,13,93
59180096,10/09/2020,3,91
75391096,10/09/2020,16,93
64011096,10/09/2020,11,91
87041096,10/09/2020,10,93
66141096,10/09/2020,5,91
89651096,10/09/2020,9,91
17471096,10/09/2020,13,99
71881096,10/09/2020,16,91
57422096,10/09/2020,15,91
95622096,10/09/2020,7,91
75432096,10/09/2020,13,91
31832096,10/09/2020,15,93
78132096,10/09/2020,14,91
13962096,10/09/2020,6,99
29172096,10/09/2020,12,93
96233096,10/09/2020,3,91
77843096,10/09/2020,14,91
19453096,10/09/2020,4,91
78363096,10/09/2020,2,91
81063096,10/09/2020,17,91
43673096,10/09/2020,16,91
29883096,10/09/2020,12,93
97894096,10/09/2020,15,93
24714096,10/09/2020,2,91
25234096,10/09/2020,17,93
87034096,10/09/2020,11,99
41344096,10/09/2020,10,91
37744096,10/09/2020,15,91
61964096,10/09/2020,9,99
85184096,10/09/2020,6,91
96695106,10/09/2020,10,99
46405106,10/09/2020,2,91
75505106,10/09/2020,12,93
19915106,10/09/2020,2,91
59535106,10/09/2020,11,91
43135106,10/09/2020,13,99
73275106,10/09/2020,15,91
21285106,10/09/2020,15,93
92185106,10/09/2020,1,91
42326106,10/09/2020,15,93
11426106,10/09/2020,16,91
65026106,10/09/2020,12,91
17346106,10/09/2020,15,93
76446106,10/09/2020,13,93
40046106,10/09/2020,11,91
85356106,10/09/2020,15,91
82086106,10/09/2020,3,91
93797106,10/09/2020,14,93
69527106,10/09/2020,5,91
15447106,10/09/2020,12,91
55257106,10/09/2020,15,91
40567106,10/09/2020,11,91
99667106,10/09/2020,15,91
65067106,10/09/2020,9,91
71277106,10/09/2020,9,91
99287106,10/09/2020,10,91
95498106,10/09/2020,15,91
75208106,10/09/2020,17,93
21748106,10/09/2020,15,91
57768106,10/09/2020,2,91
79378106,10/09/2020,9,93
73788106,10/09/2020,17,91
62219106,10/09/2020,13,93
71319106,10/09/2020,15,91
49519106,10/09/2020,17,91
23119106,10/09/2020,8,91
50229106,10/09/2020,1,91
15249106,10/09/2020,14,99
53449106,10/09/2020,15,91
11649106,10/09/2020,14,93
37669106,10/09/2020,2,91
25679106,10/09/2020,16,91
61400106,10/09/2020,15,91
89600106,10/09/2020,15,93
35000106,10/09/2020,12,93
59410106,10/09/2020,11,91
78510106,10/09/2020,12,93
27420106,10/09/2020,11,93
75620106,10/09/2020,6,93
37940106,10/09/2020,16,91
40450106,10/09/2020,1,91
59360106,10/09/2020,16,99
23960106,10/09/2020,15,91
55570106,10/09/2020,17,91
54480106,10/09/2020,2,91
38031106,10/09/2020,9,91
65851106,10/09/2020,9,91
67892106,10/09/2020,13,91
75092106,10/09/2020,11,91
67602106,10/09/2020,4,93
96512106,10/09/2020,11,99
83812106,10/09/2020,15,93
61012106,10/09/2020,14,93
79022106,10/09/2020,1,91
85562106,10/09/2020,15,99
54662106,10/09/2020,3,91
13382106,10/09/2020,13,93
37123106,10/09/2020,12,93
70343106,10/09/2020,16,93
39014106,10/09/2020,5,98
30534106,10/09/2020,4,91
25554106,10/09/2020,4,91
23564106,10/09/2020,15,91
21764106,10/09/2020,14,91
43795206,10/09/2020,10,91
62415206,10/09/2020,8,91
19525206,10/09/2020,11,99
45925206,10/09/2020,15,91
69335206,10/09/2020,15,91
37535206,10/09/2020,12,93
47245206,10/09/2020,10,91
59855206,10/09/2020,16,91
43265206,10/09/2020,1,91
65875206,10/09/2020,17,91
67816206,10/09/2020,12,93
95016206,10/09/2020,12,93
79566206,10/09/2020,15,91
56866206,10/09/2020,16,91
13927206,10/09/2020,10,91
25537206,10/09/2020,15,99
16767206,10/09/2020,15,93
90798206,10/09/2020,1,91
85628206,10/09/2020,12,93
33828206,10/09/2020,15,91
46338206,10/09/2020,5,93
81838206,10/09/2020,13,99
41358206,10/09/2020,15,91
89368206,10/09/2020,15,93
83968206,10/09/2020,15,91
66288206,10/09/2020,6,91
17519206,10/09/2020,5,99
42639206,10/09/2020,7,91
49459206,10/09/2020,7,91
27659206,10/09/2020,15,93
52779206,10/09/2020,7,93
38989206,10/09/2020,2,91
66189206,10/09/2020,6,93
77740206,10/09/2020,2,91
79970206,10/09/2020,17,93
77311206,10/09/2020,17,93
73521206,10/09/2020,3,93
33041206,10/09/2020,15,91
87071206,10/09/2020,15,91
17881206,10/09/2020,12,91
85081206,10/09/2020,10,91
23612206,10/09/2020,11,91
65222206,10/09/2020,1,91
20532206,10/09/2020,11,93
29772206,10/09/2020,13,91
62282206,10/09/2020,3,91
69582206,10/09/2020,11,99
97782206,10/09/2020,16,91
78493206,10/09/2020,7,91
74413206,10/09/2020,8,99
49723206,10/09/2020,5,91
45123206,10/09/2020,15,99
49533206,10/09/2020,15,91
17253206,10/09/2020,15,91
32563206,10/09/2020,6,93
47873206,10/09/2020,15,91
67494206,10/09/2020,17,93
51804206,10/09/2020,17,91
52134206,10/09/2020,8,91
72084206,10/09/2020,10,93
11795306,10/09/2020,16,93
87905306,10/09/2020,15,91
14015306,10/09/2020,11,91
85725306,10/09/2020,12,91
35535306,10/09/2020,10,91
31455306,10/09/2020,17,91
15055306,10/09/2020,16,93
98185306,10/09/2020,9,91
41696306,10/09/2020,14,91
27096306,10/09/2020,6,91
49746306,10/09/2020,13,93
97946306,10/09/2020,15,93
51356306,10/09/2020,8,91
79556306,10/09/2020,8,93
97756306,10/09/2020,2,91
15956306,10/09/2020,4,91
29366306,10/09/2020,16,93
81976306,10/09/2020,13,93
45386306,10/09/2020,14,93
43586306,10/09/2020,8,91
87997306,10/09/2020,15,91
15197306,10/09/2020,13,93
53107306,10/09/2020,15,93
72017306,10/09/2020,10,99
15337306,10/09/2020,14,99
43247306,10/09/2020,17,91
46757306,10/09/2020,3,93
85857306,10/09/2020,16,93
72157306,10/09/2020,11,93
63867306,10/09/2020,14,93
10167306,10/09/2020,4,98
89077306,10/09/2020,15,91
85098306,10/09/2020,4,99
95428306,10/09/2020,17,93
80738306,10/09/2020,9,91
41348306,10/09/2020,8,99
17748306,10/09/2020,15,93
55948306,10/09/2020,15,91
23388306,10/09/2020,17,91
67988306,10/09/2020,14,93
67509306,10/09/2020,4,91
97319306,10/09/2020,15,91
83529306,10/09/2020,11,93
17939306,10/09/2020,11,91
13859306,10/09/2020,15,93
25279306,10/09/2020,17,91
54700306,10/09/2020,6,91
